Data,S&P Comp. P,Dividend D,Earnings E,Consumer Price Index CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price ,RealEarnings,Real TR Scaled Earnings ,Cyclically Adjusted P/E10 or CAPE,,Cyclically Adjusted TR P/E10 or TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds Real Return,Real 10 Year Excess Annualized  Returns
1885.02,4.37,0.3,0.3,8.37,1885.12,3.51,164.4,11.22,384.36,11.41,26.68,13.38,,17.33,0.83%,1,3.21,6.84%,6.20%,0.64%
1885.03,4.38,0.29,0.3,8.18,1885.21,3.5,168.61,11.26,396.4,11.55,27.15,13.73,,17.8,0.43%,1,3.3,6.56%,5.93%,0.62%
1885.04,4.37,0.29,0.3,8.28,1885.29,3.48,166.29,10.91,393.08,11.29,26.69,13.55,,17.58,0.57%,1,3.27,6.68%,5.59%,1.10%
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,168.26,10.94,399.88,11.42,27.15,13.71,,17.8,0.51%,1,3.36,6.96%,5.17%,1.79%
1885.06,4.3,0.28,0.29,7.9,1885.46,3.46,171.51,10.97,409.8,11.57,27.64,13.98,,18.17,0.32%,1,3.46,6.80%,4.76%,2.04%
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,175.78,10.61,422.1,11.3,27.13,14.33,,18.63,0.28%,1,3.43,6.71%,5.01%,1.70%
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,185.63,10.38,447.83,11.17,26.94,15.13,,19.68,-0.16%,1,3.44,6.42%,5.13%,1.29%
1885.09,4.65,0.26,0.28,7.9,1885.71,3.42,185.47,10.27,449.52,11.17,27.07,15.12,,19.66,-0.18%,1,3.5,6.48%,4.99%,1.50%
1885.1,4.92,0.25,0.28,7.9,1885.79,3.41,196.24,10.04,477.65,11.04,26.86,15.99,,20.8,-0.53%,1,3.51,5.72%,4.97%,0.75%
1885.11,5.24,0.25,0.27,7.99,1885.87,3.4,206.52,9.69,504.62,10.77,26.32,16.82,,21.88,-0.63%,1,3.48,4.82%,5.07%,-0.26%
1885.12,5.2,0.24,0.27,8.18,1885.96,3.38,200.18,9.24,491.01,10.39,25.49,16.3,,21.19,-0.11%,1,3.42,4.65%,5.45%,-0.79%
1886.01,5.2,0.24,0.28,7.99,1886.04,3.37,204.94,9.39,504.62,10.84,26.69,16.69,,21.69,-0.39%,1,3.51,4.43%,5.33%,-0.90%
1886.02,5.3,0.24,0.28,7.99,1886.12,3.38,208.88,9.33,516.24,11.04,27.27,17.01,,22.09,-0.51%,1,3.52,4.81%,5.51%,-0.70%
1886.03,5.19,0.24,0.29,7.9,1886.21,3.4,207.01,9.37,513.54,11.37,28.2,16.84,,21.87,-0.58%,1,3.56,4.74%,5.41%,-0.67%
1886.04,5.12,0.23,0.29,7.8,1886.29,3.41,206.71,9.42,514.74,11.71,29.16,16.8,,21.81,-0.61%,1,3.61,5.00%,5.46%,-0.46%
1886.05,5.02,0.23,0.3,7.61,1886.37,3.42,207.74,9.59,519.3,12.21,30.52,16.86,,21.89,-0.54%,1,3.71,5.05%,5.39%,-0.33%
1886.06,5.25,0.23,0.3,7.52,1886.46,3.43,220.01,9.64,551.97,12.57,31.54,17.83,,23.13,-0.72%,1,3.77,4.42%,5.44%,-1.02%
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,220.57,9.45,555.35,12.62,31.78,17.85,,23.13,-0.62%,1,3.73,3.69%,5.60%,-1.90%
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,219.48,9.27,554.56,12.67,32.01,17.72,,22.95,-0.56%,1,3.69,3.14%,5.76%,-2.61%
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,225.2,9.2,570.95,12.87,32.64,18.15,,23.48,-0.80%,1,3.69,3.41%,5.78%,-2.37%
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,230.92,9.13,587.39,13.08,33.27,18.56,,24,-1.11%,1,3.7,3.08%,5.49%,-2.41%
1886.11,5.79,0.22,0.33,7.71,1886.87,3.5,236.65,9.06,603.86,13.28,33.9,18.97,,24.5,-1.32%,1,3.71,3.21%,5.21%,-2.00%
1886.12,5.64,0.22,0.33,7.8,1886.96,3.51,227.7,8.88,582.93,13.32,34.11,18.19,,23.49,-1.17%,1,3.67,3.23%,5.37%,-2.14%
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,219.92,8.77,564.87,13.1,33.66,17.51,,22.59,-0.90%,1,3.59,3.89%,5.95%,-2.06%
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,215.77,8.76,556.1,13.05,33.63,17.13,,22.08,-0.41%,1,3.55,3.99%,6.09%,-2.10%
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,220.84,8.86,571.05,13.14,33.99,17.47,,22.52,-0.10%,1,3.56,3.78%,6.10%,-2.33%
1887.04,5.8,0.23,0.34,8.09,1887.29,3.56,225.9,8.96,586.07,13.24,34.36,17.82,,22.95,-0.49%,1,3.57,3.37%,6.28%,-2.90%
1887.05,5.9,0.23,0.34,8.09,1887.37,3.57,229.79,9.06,598.14,13.34,34.72,18.08,,23.26,-0.76%,1,3.57,3.41%,6.45%,-3.04%
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,225.83,9.26,589.83,13.6,35.51,17.71,,22.78,-0.23%,1,3.62,4.06%,6.34%,-2.28%
1887.07,5.59,0.24,0.35,7.9,1887.54,3.6,222.97,9.47,584.41,13.86,36.33,17.43,,22.42,-0.37%,1,3.67,4.65%,6.22%,-1.58%
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,214.79,9.46,565.06,13.79,36.29,16.74,,21.52,0.35%,1,3.64,5.23%,5.89%,-0.66%
1887.09,5.38,0.24,0.35,7.9,1887.71,3.62,214.59,9.67,566.64,14.06,37.13,16.68,,21.43,0.34%,1,3.69,5.43%,5.47%,-0.05%
1887.1,5.2,0.25,0.36,7.99,1887.79,3.63,204.94,9.66,543.29,13.99,37.09,15.88,,20.41,0.74%,1,3.65,5.71%,5.76%,-0.05%
1887.11,5.3,0.25,0.36,8.09,1887.87,3.65,206.42,9.64,549.35,13.92,37.06,15.95,,20.5,1.01%,1,3.61,5.25%,5.90%,-0.65%
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,200.54,9.51,535.79,13.7,36.6,15.46,,19.86,1.43%,1,3.54,5.77%,6.16%,-0.39%
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,199.76,9.34,535.8,13.23,35.49,15.36,,19.73,1.87%,1,3.51,6.09%,6.29%,-0.21%
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,200.92,9.39,541,13.06,35.18,15.42,,19.81,1.85%,1,3.56,5.85%,6.02%,-0.17%
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,193.31,9.32,522.6,12.75,34.46,14.81,,19.03,2.35%,1,3.58,5.76%,6.02%,-0.26%
1888.04,5.1,0.24,0.33,8.18,1888.29,3.62,196.33,9.37,532.87,12.58,34.13,15.02,,19.3,2.26%,1,3.64,5.40%,5.90%,-0.49%
1888.05,5.17,0.24,0.32,8.09,1888.37,3.6,201.36,9.41,548.66,12.4,33.78,15.39,,19.77,2.33%,1,3.7,5.08%,5.06%,0.03%
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,197.45,9.46,540.16,12.22,33.42,15.08,,19.38,2.59%,1,3.76,6.41%,5.65%,0.76%
1888.07,5.14,0.24,0.3,8.09,1888.54,3.56,200.19,9.28,549.77,11.75,32.27,15.28,,19.64,2.53%,1,3.73,6.45%,5.92%,0.52%
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,204.48,9.22,563.65,11.42,31.49,15.6,,20.05,2.30%,1,3.75,6.60%,5.92%,0.68%
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,209.54,9.15,579.71,11.1,30.71,15.99,,20.54,2.16%,1,3.76,6.32%,5.92%,0.40%
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,205.95,8.98,571.84,10.65,29.58,15.72,,20.19,2.52%,1,3.74,6.27%,6.04%,0.23%
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,199.4,8.82,555.69,10.21,28.45,15.22,,19.56,2.97%,1,3.71,6.96%,6.17%,0.79%
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,195.59,8.75,547.12,9.89,27.68,14.95,,19.21,3.34%,1,3.73,7.65%,6.02%,1.63%
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,206.52,9.03,579.79,10.38,29.13,15.8,,20.31,2.53%,1,3.88,7.84%,5.64%,2.20%
1889.02,5.3,0.23,0.27,7.9,1889.12,3.45,211.4,9.11,595.62,10.64,29.97,16.19,,20.81,2.14%,1,3.93,7.68%,5.22%,2.47%
1889.03,5.19,0.23,0.27,7.8,1889.21,3.45,209.54,9.18,592.53,10.9,30.83,16.07,,20.65,2.19%,1,3.99,7.92%,5.08%,2.84%
1889.04,5.18,0.23,0.27,7.8,1889.29,3.44,209.13,9.15,593.54,11.03,31.32,16.05,,20.63,2.31%,1,4.01,7.92%,4.93%,2.99%
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,220.15,9.34,627.03,11.45,32.61,16.92,,21.73,1.75%,1,4.12,6.90%,4.66%,2.24%
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,223.88,9.31,639.85,11.59,33.12,17.22,,22.11,1.77%,1,4.13,6.33%,4.51%,1.82%
1889.07,5.3,0.22,0.28,7.61,1889.54,3.44,219.33,9.28,629.05,11.72,33.62,16.89,,21.68,1.77%,1,4.15,6.76%,4.36%,2.39%
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,222.22,9.24,639.57,11.86,34.15,17.13,,21.97,1.68%,1,4.16,6.74%,4.22%,2.52%
1889.09,5.5,0.22,0.29,7.71,1889.71,3.43,224.79,9.09,649.15,11.85,34.23,17.35,,22.24,1.40%,1,4.12,6.09%,3.94%,2.14%
1889.1,5.4,0.22,0.29,7.71,1889.79,3.43,220.71,9.06,639.52,11.99,34.74,17.05,,21.84,0.96%,1,4.13,6.09%,3.80%,2.29%
1889.11,5.35,0.22,0.3,7.71,1889.87,3.43,218.66,9.02,635.78,12.13,35.26,16.91,,21.64,0.50%,1,4.14,6.25%,3.67%,2.58%
1889.12,5.32,0.22,0.3,7.8,1889.96,3.42,214.78,8.88,626.66,12.11,35.34,16.61,,21.25,0.44%,1,4.11,5.56%,3.66%,1.90%
1890.01,5.38,0.22,0.3,7.61,1890.04,3.42,222.64,9.1,651.78,12.38,36.25,17.22,,22.02,-0.30%,1,4.22,5.32%,3.40%,1.92%
1890.02,5.32,0.22,0.3,7.61,1890.12,3.44,220.15,9.1,646.73,12.34,36.26,17.03,,21.76,-0.25%,1,4.23,5.49%,3.29%,2.20%
1890.03,5.28,0.22,0.3,7.61,1890.21,3.45,218.5,9.1,644.1,12.31,36.29,16.9,,21.58,-0.31%,1,4.23,5.65%,3.31%,2.35%
1890.04,5.39,0.22,0.3,7.61,1890.29,3.47,223.05,9.1,659.76,12.28,36.32,17.26,,22.02,-0.08%,1,4.24,5.57%,3.32%,2.25%
1890.05,5.62,0.22,0.3,7.71,1890.37,3.49,229.7,8.99,681.63,12.09,35.88,17.79,,22.68,0.15%,1,4.19,5.00%,3.71%,1.29%
1890.06,5.58,0.22,0.3,7.71,1890.46,3.5,228.06,8.99,679.01,12.06,35.9,17.68,,22.53,0.36%,1,4.2,4.89%,3.86%,1.04%
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,226.43,8.99,676.37,12.02,35.92,17.59,,22.38,0.38%,1,4.21,4.84%,3.74%,1.10%
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,213.22,8.67,639.07,11.56,34.65,16.6,,21.1,1.06%,1,4.06,5.75%,4.26%,1.49%
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,207.2,8.57,623.18,11.39,34.26,16.17,,20.54,1.22%,1,4.02,5.68%,4.27%,1.40%
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,197.86,8.57,597.22,11.36,34.29,15.48,,19.65,1.48%,1,4.03,6.68%,4.42%,2.26%
1890.11,4.71,0.22,0.29,7.9,1890.87,3.59,187.87,8.78,569.27,11.6,35.15,14.75,,18.7,1.45%,1,4.13,8.04%,4.18%,3.86%
1890.12,4.6,0.22,0.29,7.9,1890.96,3.6,183.48,8.78,558.19,11.57,35.19,14.44,,18.31,1.47%,1,4.14,9.07%,4.33%,4.74%
1891.01,4.84,0.22,0.29,7.8,1891.04,3.62,195.41,8.88,596.73,11.88,36.27,15.43,,19.55,0.99%,1,4.2,8.55%,4.08%,4.47%
1891.02,4.9,0.22,0.3,7.9,1891.12,3.62,195.44,8.78,599.08,11.9,36.47,15.48,,19.59,1.00%,1,4.16,8.96%,4.33%,4.63%
1891.03,4.81,0.22,0.3,7.99,1891.21,3.62,189.57,8.67,583.29,11.92,36.68,15.05,,19.04,1.30%,1,4.12,9.67%,4.44%,5.23%
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,193.57,8.57,597.8,11.95,36.89,15.41,,19.47,1.16%,1,4.09,10.46%,4.69%,5.78%
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,195.09,8.67,604.71,12.25,37.97,15.57,,19.66,1.08%,1,4.15,9.80%,4.55%,5.25%
1891.06,4.85,0.22,0.32,7.8,1891.46,3.61,195.81,8.88,609.24,12.72,39.57,15.66,,19.76,0.81%,1,4.26,10.80%,4.29%,6.51%
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,194.96,8.99,608.92,13.05,40.75,15.62,,19.69,0.61%,1,4.33,9.94%,4.02%,5.92%
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,201.5,8.99,631.68,13.21,41.42,16.16,,20.36,0.20%,1,4.34,9.59%,3.88%,5.71%
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,220.57,9.1,693.85,13.55,42.63,17.71,,22.28,-0.83%,1,4.41,8.41%,3.61%,4.80%
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,220.57,9.1,696.24,13.73,43.33,17.72,,22.26,-0.92%,1,4.42,8.29%,3.60%,4.69%
1891.11,5.25,0.22,0.34,7.52,1891.87,3.6,220.01,9.22,696.89,14.07,44.57,17.67,,22.19,-0.93%,1,4.49,8.41%,3.33%,5.08%
1891.12,5.41,0.22,0.34,7.52,1891.96,3.6,226.71,9.22,720.57,14.25,45.29,18.21,,22.83,-1.10%,1,4.51,7.78%,3.20%,4.59%
1892.01,5.51,0.22,0.34,7.33,1892.04,3.6,236.9,9.53,755.47,14.73,46.96,19.02,,23.82,-1.58%,1,4.64,7.66%,3.04%,4.62%
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,237.33,9.6,759.39,14.83,47.46,19.04,,23.81,-1.69%,1,4.65,7.74%,3.04%,4.69%
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,246.31,9.93,790.77,15.34,49.25,19.74,,24.66,-2.14%,1,4.78,7.35%,2.77%,4.58%
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,249.19,10.14,802.73,15.66,50.44,19.94,,24.88,-2.42%,1,4.86,7.45%,2.51%,4.95%
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,249.19,10.21,805.47,15.77,50.97,19.91,,24.81,-2.51%,1,4.87,7.30%,2.38%,4.91%
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,247.85,10.29,803.91,15.88,51.51,19.77,,24.6,-2.58%,1,4.88,7.16%,2.26%,4.90%
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,241.32,10.09,785.48,15.57,50.69,19.21,,23.88,-2.10%,1,4.76,7.69%,2.53%,5.15%
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,241.63,10.03,789.19,15.48,50.55,19.2,,23.85,-2.07%,1,4.7,8.08%,2.79%,5.29%
1892.09,5.48,0.24,0.36,7.33,1892.71,3.7,235.61,10.1,772.28,15.59,51.09,18.69,,23.19,-1.68%,1,4.71,8.25%,2.67%,5.58%
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,240.34,10.18,790.57,15.69,51.62,19.04,,23.6,-1.70%,1,4.72,6.96%,1.97%,4.98%
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,233.42,9.99,770.53,15.4,50.84,18.46,,22.86,-1.21%,1,4.61,7.20%,2.57%,4.63%
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,228.02,9.93,755.44,15.31,50.73,18.01,,22.28,-0.87%,1,4.57,7.08%,2.59%,4.50%
1893.01,5.61,0.24,0.36,7.9,1893.04,3.75,223.76,9.6,744,14.39,47.85,17.66,,21.82,-0.41%,1,4.41,7.70%,2.85%,4.85%
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,217.16,9.53,724.68,13.86,46.26,17.13,,21.15,-0.21%,1,4.37,7.95%,2.96%,4.99%
1893.03,5.31,0.24,0.34,7.8,1893.21,3.74,214.38,9.79,718.13,13.83,46.32,16.9,,20.86,-0.27%,1,4.49,8.02%,3.04%,4.98%
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,217.03,9.94,729.77,13.62,45.81,17.1,,21.1,-0.36%,1,4.57,7.43%,2.90%,4.53%
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,200.29,10.11,676.32,13.42,45.3,15.78,,19.47,0.11%,1,4.64,8.33%,2.99%,5.34%
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,195.66,10.4,663.63,13.37,45.35,15.42,,19.03,0.30%,1,4.77,7.96%,2.72%,5.24%
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,182.08,10.71,620.59,13.32,45.4,14.35,,17.73,0.73%,1,4.92,8.22%,2.44%,5.79%
1893.08,4.08,0.25,0.3,6.95,1893.62,3.72,185.03,11.19,633.81,13.46,46.09,14.59,,18.03,0.23%,1,5.14,7.69%,2.01%,5.68%
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,190.36,10.78,655.14,12.52,43.1,15.01,,18.57,0.53%,1,4.95,7.00%,2.29%,4.70%
1893.1,4.5,0.25,0.28,7.33,1893.79,3.71,193.48,10.68,668.93,11.97,41.37,15.27,,18.9,0.55%,1,4.9,6.59%,2.53%,4.06%
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,201.73,11,700.62,11.88,41.27,15.94,,19.74,0.13%,1,5.05,6.31%,2.37%,3.94%
1893.12,4.41,0.25,0.26,7.04,1893.96,3.7,197.29,11.18,688.47,11.63,40.59,15.61,,19.34,0.03%,1,5.14,7.02%,2.22%,4.81%
1894.01,4.32,0.25,0.25,6.85,1894.04,3.7,198.64,11.34,696.45,11.57,40.58,15.74,,19.52,-0.28%,1,5.3,6.88%,1.69%,5.19%
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,204.23,11.34,719.38,11.34,39.96,16.2,,20.11,-0.58%,1,5.4,6.04%,1.29%,4.76%
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,216.39,11.52,765.58,11.28,39.89,17.19,,21.34,-1.19%,1,5.58,5.52%,1.09%,4.43%
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,219.27,11.36,779.12,10.88,38.65,17.43,,21.66,-1.05%,1,5.61,5.76%,1.18%,4.58%
1894.05,4.4,0.23,0.22,6.57,1894.37,3.62,211.11,11.19,753.45,10.47,37.38,16.81,,20.9,-0.61%,1,5.63,6.18%,1.39%,4.79%
1894.06,4.34,0.23,0.21,6.57,1894.46,3.6,208.23,11.04,746.46,10.08,36.12,16.61,,20.66,-0.52%,1,5.66,6.34%,1.37%,4.97%
1894.07,4.25,0.23,0.2,6.57,1894.54,3.58,203.91,10.88,734.23,9.68,34.85,16.29,,20.29,-0.28%,1,5.69,6.99%,1.34%,5.65%
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,205.63,10.41,743.53,9.01,32.59,16.46,,20.51,-0.04%,1,5.55,7.13%,1.49%,5.64%
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,205.99,10.12,747.89,8.51,30.88,16.52,,20.61,0.20%,1,5.5,7.45%,1.49%,5.95%
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,205.26,10.25,748.32,8.36,30.47,16.5,,20.6,0.06%,1,5.68,8.09%,1.18%,6.91%
1894.11,4.34,0.21,0.17,6.66,1894.87,3.5,205.26,10.09,751.39,7.96,29.14,16.54,,20.67,0.28%,1,5.71,8.41%,0.93%,7.48%
1894.12,4.3,0.21,0.16,6.57,1894.96,3.48,206.31,10.08,758.32,7.68,28.22,16.67,,20.86,0.23%,1,5.82,8.45%,0.76%,7.68%
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,203.91,9.99,752.57,8.04,29.66,16.52,,20.69,0.30%,1,5.85,8.80%,0.74%,8.06%
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,201.03,9.92,744.99,8.4,31.12,16.33,,20.47,0.25%,1,5.86,9.41%,0.75%,8.65%
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,201.03,9.84,748.03,8.76,32.58,16.36,,20.53,0.45%,1,5.87,9.83%,0.88%,8.94%
1895.04,4.37,0.2,0.19,6.85,1895.29,3.5,200.93,9.35,750.56,8.74,32.63,16.39,,20.58,0.73%,1,5.63,9.69%,1.33%,8.36%
1895.05,4.61,0.2,0.2,6.95,1895.37,3.51,209.07,9.15,783.78,8.96,33.58,17.08,,21.46,0.84%,1,5.57,8.82%,1.59%,7.23%
1895.06,4.7,0.2,0.21,7.04,1895.46,3.52,210.27,8.95,791.08,9.17,34.5,17.21,,21.63,1.15%,1,5.5,8.88%,1.75%,7.14%
1895.07,4.72,0.2,0.21,6.95,1895.54,3.53,214.05,8.99,808.15,9.64,36.38,17.55,,22.06,0.78%,1,5.59,9.02%,1.62%,7.40%
1895.08,4.79,0.2,0.22,6.85,1895.62,3.54,220.25,9.04,834.37,10.12,38.32,18.07,,22.73,0.46%,1,5.68,8.98%,1.38%,7.60%
1895.09,4.82,0.2,0.23,6.85,1895.71,3.55,221.63,8.97,842.42,10.46,39.76,18.2,,22.89,0.53%,1,5.69,9.06%,1.51%,7.56%
1895.1,4.75,0.19,0.24,6.85,1895.79,3.57,218.41,8.89,833,10.81,41.21,17.94,,22.57,0.60%,1,5.7,9.37%,1.52%,7.85%
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,211.05,8.81,807.75,11.15,42.68,17.34,,21.81,0.66%,1,5.71,9.56%,1.41%,8.14%
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,201.43,8.86,773.77,11.66,44.78,16.55,,20.82,0.56%,1,5.8,10.20%,1.17%,9.03%
1896.01,4.27,0.19,0.25,6.66,1896.04,3.6,201.95,8.95,778.6,11.67,44.98,16.58,,20.86,0.63%,1,5.9,10.54%,1.04%,9.50%
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,213.51,9.03,826.08,11.67,45.17,17.52,,22.04,0.18%,1,6.01,9.84%,0.86%,8.98%
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,210.15,9,815.99,11.52,44.71,17.23,,21.69,0.41%,1,6.04,9.74%,0.83%,8.91%
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,215.19,9.09,838.49,11.52,44.9,17.64,,22.2,0.26%,1,6.15,9.33%,0.65%,8.67%
1896.05,4.4,0.19,0.23,6.37,1896.37,3.53,217.41,9.18,850.14,11.53,45.08,17.83,,22.43,0.32%,1,6.27,8.80%,0.36%,8.44%
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,216.69,9.28,850.35,11.54,45.27,17.78,,22.37,0.33%,1,6.39,8.97%,0.18%,8.79%
1896.07,4.04,0.18,0.23,6.28,1896.54,3.5,202.65,9.24,798.26,11.37,44.79,16.64,,20.93,0.61%,1,6.42,9.78%,0.49%,9.30%
1896.08,3.81,0.18,0.22,6.28,1896.62,3.48,191.11,9.19,755.83,11.2,44.3,15.7,,19.76,0.86%,1,6.45,10.96%,0.23%,10.73%
1896.09,4.01,0.18,0.22,6.28,1896.71,3.47,201.14,9.15,798.52,11.04,43.81,16.54,,20.82,0.55%,1,6.48,10.60%,0.09%,10.51%
1896.1,4.1,0.18,0.22,6.47,1896.79,3.45,199.61,8.85,795.36,10.55,42.04,16.44,,20.69,0.90%,1,6.31,10.10%,0.14%,9.96%
1896.11,4.38,0.18,0.21,6.66,1896.87,3.43,207.15,8.55,828.24,10.09,40.33,17.09,,21.51,0.97%,1,6.16,9.80%,0.29%,9.51%
1896.12,4.22,0.18,0.21,6.66,1896.96,3.42,199.58,8.51,800.82,9.93,39.85,16.5,,20.77,1.07%,1,6.19,9.99%,0.15%,9.83%
1897.01,4.22,0.18,0.22,6.47,1897.04,3.4,205.45,8.76,827.3,10.63,42.8,17.03,,21.43,0.38%,1,6.4,9.47%,-0.06%,9.53%
1897.02,4.18,0.18,0.23,6.47,1897.12,3.4,203.5,8.76,822.4,11.04,44.6,16.89,,21.26,0.32%,1,6.42,8.99%,-0.29%,9.28%
1897.03,4.19,0.18,0.24,6.47,1897.21,3.39,203.99,8.76,827.32,11.44,46.4,16.96,,21.33,0.30%,1,6.44,7.96%,-0.20%,8.16%
1897.04,4.06,0.18,0.24,6.37,1897.29,3.39,200.61,8.89,816.62,12.02,48.94,16.7,,21,0.25%,1,6.55,8.20%,-0.36%,8.56%
1897.05,4.08,0.18,0.25,6.28,1897.37,3.38,204.65,9.03,836.14,12.63,51.58,17.05,,21.44,-0.02%,1,6.67,7.39%,-0.73%,8.12%
1897.06,4.27,0.18,0.26,6.28,1897.46,3.38,214.18,9.03,878.16,13.04,53.47,17.85,,22.43,-0.16%,1,6.69,6.45%,-0.85%,7.30%
1897.07,4.46,0.18,0.27,6.28,1897.54,3.38,223.72,9.03,920.31,13.46,55.36,18.65,,23.42,-0.28%,1,6.72,6.40%,-0.86%,7.26%
1897.08,4.75,0.18,0.28,6.57,1897.62,3.37,227.9,8.64,940.5,13.28,54.79,19.01,,23.84,-0.06%,1,6.44,5.39%,-0.43%,5.83%
1897.09,4.98,0.18,0.29,6.76,1897.71,3.37,232.21,8.39,961.15,13.29,55.01,19.37,,24.27,0.25%,1,6.28,5.10%,-0.16%,5.27%
1897.1,4.82,0.18,0.29,6.66,1897.79,3.36,227.96,8.51,946.5,13.87,57.59,19.03,,23.81,0.09%,1,6.39,4.01%,-0.42%,4.43%
1897.11,4.65,0.18,0.3,6.66,1897.87,3.36,219.92,8.51,916.06,14.27,59.44,18.36,,22.94,0.17%,1,6.41,4.21%,-0.02%,4.23%
1897.12,4.75,0.18,0.31,6.66,1897.96,3.35,224.65,8.51,938.72,14.66,61.26,18.75,,23.4,-0.17%,1,6.43,4.76%,0.18%,4.58%
1898.01,4.88,0.18,0.31,6.66,1898.04,3.35,230.8,8.59,967.4,14.82,62.11,19.25,,23.99,-0.42%,1,6.45,5.05%,0.28%,4.77%
1898.02,4.87,0.18,0.32,6.76,1898.12,3.33,227.08,8.55,954.8,14.77,62.09,18.92,,23.55,-0.06%,1,6.39,4.97%,0.53%,4.45%
1898.03,4.65,0.19,0.32,6.76,1898.21,3.31,216.82,8.63,914.69,14.92,62.95,18.04,,22.44,0.22%,1,6.42,5.90%,0.52%,5.38%
1898.04,4.57,0.19,0.32,6.76,1898.29,3.29,213.09,8.71,902.02,15.07,63.81,17.71,,22,0.46%,1,6.45,6.54%,0.41%,6.14%
1898.05,4.87,0.19,0.33,7.23,1898.37,3.27,212.14,8.2,900.89,14.23,60.44,17.6,,21.84,1.30%,1,6.05,7.17%,1.09%,6.08%
